id,tasa_interes
865880,17.634680182410268
697257,7.390586675878602
246811,7.567061022884932
272949,12.781390754328605
913807,15.574478659428006
794030,15.310467513818374
582772,15.134777824040265
557905,7.0166104964803395
964919,16.847404315400613
845249,6.918930421610319
298880,7.2271490560835945
116427,16.04045690666179
943088,6.542810966740952
992653,17.677590584023918
110698,6.987561768800413
224347,16.553290928154947
225830,8.59036543080885
523477,15.353878789337989
582602,14.292613281192851
763855,15.98229583851286
595418,6.077060977460819
108272,6.639073499309374
944259,12.754271098113065
167621,16.829692115524452
769928,7.425790182052009
435527,8.427096725111756
758665,20.663946511153398
467585,15.104223705885916
733173,13.799233368995013
233114,12.578629195112619
987485,16.324209134201105
728839,6.37281837582346
436473,11.962237139371275
644577,16.008055772318155
592058,16.7251667270102
689344,16.952909425982234
953913,11.233196204392296
943390,12.235861490539891
638237,10.580844531838693
349559,15.48724214271383
125623,13.71415320998158
482106,19.403616212156095
381128,16.21218795447809
602271,15.070883566484442
295680,14.517119106177411
726224,13.952206898071042
483200,9.049538710641027
403705,11.747079280609848
519973,19.609935290916514
298448,6.652304801048573
394084,18.609165437953596
146136,15.004097245568236
543499,22.0282606475935
798149,16.95121159353417
935638,12.162849396333288
631189,15.006379743134978
508014,10.736809992347002
242113,6.818955580408759
904212,16.213115905931634
816830,7.321257519215885
838174,8.103143784175879
901588,6.736943349916328
888090,8.359491815025093
191932,15.712493240507817
312259,7.933725269756378
243584,13.051022495414648
917139,15.932521432511283
807985,15.225151105768534
111559,11.074339453417977
931527,16.427068932086286
492056,6.464089359262376
788707,11.365549589376755
911869,14.970958002580197
978197,19.295269864625926
551578,15.155157074294497
755793,6.824108260572593
519928,7.217827592448367
940199,15.515883843122822
454694,12.191208827496803
188681,8.431734476583081
215749,15.940060916536854
660511,17.857810793992595
446654,15.747007456236467
362418,13.682428359837996
689844,6.7447655657325765
280493,13.085737774592479
153231,19.111746247778893
266862,11.626299416996446
149576,15.587499801013095
461794,11.311140465771922
652577,6.61997262327764
381860,7.950334805763994
274125,16.16360297714862
801854,15.255258299162138
718008,6.637941750715321
199827,12.755884121624666
687165,16.06155095025865
692448,7.594507435522524
576902,7.32381937896583
257928,7.626779855313626
686169,11.7481777339216
513350,17.65329207361431
635285,13.661591662863097
921315,6.76713873979175
502673,15.543407164075878
177509,7.0636900319541205
416537,12.296881710706995
459138,5.94505270066631
603040,14.273469021007758
641429,11.869696419092977
554795,15.170791574699804
851190,6.708334661020283
525260,16.992969043912073
440491,14.994807084903945
279097,12.51670905268326
676401,17.010036537202502
449030,6.886723730665065
767553,17.11438095399641
200933,14.385631812332294
198057,7.350209419147518
367054,17.85902571965501
534878,18.49945351701838
326331,6.973479670994615
622326,8.273064560205567
640992,8.26619967973181
678921,18.360646879699882
694697,7.0956660560780715
330701,23.297588265933488
379762,16.785702542911487
346498,7.199784385021563
172141,14.037529676454264
384195,11.399937635044568
822444,7.26913881163837
240161,6.187892010272951
793334,14.229526871066005
799076,6.86758950920455
594649,17.13768377735622
724130,10.552313568916635
941705,6.522959589144078
612662,16.20400194033445
660176,6.970740854184841
925393,12.568929626038436
325615,15.16811533316266
636375,15.165651421405526
445620,14.316919183188116
188182,16.16924539213618
988505,12.449040456200072
530533,7.113043931783612
973621,8.148233594813284
989981,6.243798303061755
413643,6.514669567041873
354363,17.580783335248046
620905,15.831256641331558
160895,6.792578015302944
518358,16.89962751161523
993050,14.642468128000935
990059,16.103495410774073
139388,12.682876917916586
661248,15.260713004397864
397151,7.138870667128913
716805,15.004904655018894
904465,8.15757796157899
327395,7.81852631396041
538303,8.190232364870758
654942,8.863880198496098
864648,11.669063694927063
299163,11.961594295178005
405326,8.165784869730182
760395,7.699920195144798
460434,16.339638262957678
537976,7.267993967057375
361621,13.90602480269562
122948,16.51619945325922
838824,19.602110576479557
710539,8.432391100435593
520325,15.041043270611386
338882,14.02673382188041
681034,11.221404536132871
805767,7.380138458744738
890681,6.4387819013140195
218177,16.591803060922825
617426,17.696881436696835
934935,8.677213435630335
374514,17.77613978440374
873595,7.136167669604116
803077,11.624294800660278
617901,11.84475832324662
563922,8.41432489282161
382763,6.42544450594356
166727,17.147263674872715
380323,12.273276829304965
599227,10.662382268565953
530870,11.954441120571474
489251,13.397595273235869
714300,16.71843445169782
172801,15.78343711808853
660700,9.285432979026245
315254,14.809693545400782
349270,15.585945547067633
222253,11.248403243369943
463344,14.467330305526653
393927,17.34386379577282
784502,6.865277882335595
641074,10.949891714883133
867807,17.024048456834436
580724,13.943973983701754
947771,13.463169539393343
296070,13.088157873910262
565134,7.249588924918752
146263,7.926434347677615
642928,6.511610293557044
613757,15.346848660888416
485851,15.73054645064401
958624,11.549280712844482
309215,8.562883246477766
373439,11.446277305374457
977182,6.612071964124139
213240,6.758922442973249
561673,7.842196605219022
772215,9.439997593921795
833046,15.310897487951483
609631,17.816468621963693
206101,8.942776651632009
546474,16.238981004105273
121439,14.590293289785597
228069,13.938810320692083
424125,15.464019630494345
928999,11.745599896294035
226923,11.287176363809321
984961,7.945952771381774
335055,7.9438326508689014
